Anno,Regione,Comune,Localita,Codice stazione,Bacino idrografico,Corpo idrico,Livello di contaminazione,Campioni,Misure,n misure positive,Sostanze cercate,Sostanze trovate,Pesticidi totali,x,y
2020,Lazio,Roma,,L4.27,Arrone Sud,Lago di Martignano,Non quantificabile,5,465,0,92,0,,1370970.08807103,5178195.38719055
2020,Toscana,SANTA MARIA A MONTE,,IT09S1306#MAS-144,,CANALE USCIANA-DEL TERZO MONTE,Superiore ai limiti,3,303,26,101,4,0.606,1203356.64024827,5430303.66413711
2020,Sardegna,,,0302-CF000102-ST01,,RIU CIXERRI,Superiore ai limiti,8,195,7,42,2,0.9822,995947.76561315,4761642.17756495
2020,Lazio,Rieti,,F3.48,Velino,Fiume Velino 4,Entro i limiti,11,1266,3,115,1,0.0012,1418646.4314976,5236831.863995
2020,Lazio,Latina,,F2.11,Moscarello,Canale Acque alte/Moscarello 2,Entro i limiti,6,558,13,92,2,0.19,1430678.9013345,5089832.20490529
2020,Veneto,PERNUMIA,BEVERARA,1156,BACCHIGLIONE,CANALE BAGNAROLO,Entro i limiti,4,324,11,73,1,0.47,1312469.45970508,5663409.22191059
2020,Toscana,AREZZO,,IT09S1623#MAS-513,,TORRENTE MASPINO,Superiore ai limiti,5,508,30,101,4,2.708,1320212.40362823,5386023.56861306
2020,Lazio,Roma,,F4.62,Tevere Basso Corso,Fiume Tevere 5,Superiore ai limiti,10,1150,8,115,1,0.04,1379833.12112989,5130881.87397104
2020,Veneto,VERONA,BOSCO BURI,90,ADIGE,FIUME ADIGE,Entro i limiti,4,362,6,83,1,0.18,1229300.18440122,5688254.59581819
2020,Emilia Romagna,CORTEMAGGIORE,Chiavenna a Chiavenna Landi,1120200,CHIAVENNA,T. CHIAVENNA,Superiore ai limiti,6,579,36,98,2,0.41,1099330.00915121,5622677.75097438
2020,Toscana,PISTOIA,,IT09S1048#POT-012,,TORRENTE OMBRONE_PT MONTE,Entro i limiti,3,304,14,101,2,0.393,1212601.76178045,5460290.12597651
2020,Puglia,Casalnuovo Monterotaro,Fiume Fortore,CA_FF01,Fortore,Fortore_12_2,Entro i limiti,4,480,2,113,1,0.14,1674759.89023859,5108283.00172476
2020,Veneto,MARENO DI PIAVE,PONTE DI VIA SAN FELICE,621,LIVENZA,TORRENTE CERVADA,Superiore ai limiti,4,353,32,88,4,1.85,1377207.35794605,5757814.9843964
2020,Toscana,CASTIGLIONE D'ORCIA,,IT09S1644#MAS-549,,TORRENTE ONZOLA,Entro i limiti,2,204,2,101,1,0.043,1294704.5780433,5315731.99360556
2020,Campania,CastelCampagnano(CE),AmonteconfluenzaFiumeCalore,V5,VOLTURNO,VOLTURNO,Superiore ai limiti,2,4,2,2,1,0.21,1608622.30172334,5041178.61300253
2020,Veneto,JESOLO,TORRE CALIGO,238,SILE,FIUME SILE,Superiore ai limiti,12,1087,66,84,2,0.45,1403985.23769806,5706969.62298726
2020,Veneto,ZIMELLA,CASA LAVAGNO,1288,FRATTA GORZONE,SCOLO CASTELLARO,Entro i limiti,4,346,8,80,2,0.13,1264522.79383372,5674438.60293622
2020,Emilia Romagna,COLORNO,Po a Sacca di Colorno,1000400,ASTA PO,F. PO,Superiore ai limiti,9,898,49,100,3,1.43,1154926.30397604,5616557.33459222
2020,Sardegna,,,0176-CF000106-ST01,,FIUME COGHINAS,Entro i limiti,6,179,6,49,3,0.378,987466.667584553,5000546.32901803
2020,Sardegna,,,0039-CF000109-ST01,,FIUME FLUMENDOSA,Entro i limiti,3,45,2,15,1,0.083,1064066.83365697,4784861.47902035
2020,Emilia Romagna,RICCIONE,"Marano al ponte su via Tortona, zona aeroporto",20000200,MARANO,R. MARANO,Superiore ai limiti,6,591,27,98,3,1.57,1406019.37871374,5467310.22234001
2020,Emilia Romagna,CATTOLICA,Ventena al ponte via Emilia-Romagna,23000200,VENTENA,T. VENTENA,Superiore ai limiti,6,601,53,100,8,6.31,1417416.10783165,5459810.82009617
2020,Toscana,ORBETELLO,,IT09S2315#MAS-2002,,TORRENTE PATRIGNONE,Entro i limiti,3,306,7,101,1,0.144,1259052.80810358,5250234.57930292
2020,Umbria,Bettona,Bettona,IT10CHS2,TEVERE,Fiume Chiascio da L. Valfabbrica a F. Topino,Superiore ai limiti,11,1155,16,101,2,0.61,1392438.08325483,5316928.32992377
2020,Umbria,Marsciano,Pian dei Fossi,IT10GEN1,TEVERE,Torrente Genna,Superiore ai limiti,11,1157,42,101,3,8.57,1368282.7710668,5307298.33090497
2020,Puglia,Porto Cesareo,Baia di Porto Cesareo,AT_PC01,Porto Cesareo,Baia di Porto Cesareo,Entro i limiti,4,542,4,129,1,0.03,1993121.72616291,4902205.40948784
2020,Toscana,FIRENZE,INDIANO CASCINE,IT09S1289#MAS-127,,TORRENTE MUGNONE,Superiore ai limiti,3,304,6,101,1,0.699,1246394.58941029,5433092.15702866
2020,Puglia,Celenza Valfortore,Occhito (centro lago),LA_OC01,Fortore,Occhito (Fortore),Entro i limiti,4,500,5,118,1,0.21,1663131.74559783,5095866.06613511
2020,Puglia,Lesina,Laguna di Lesina - da sponda occidentale a località La Punta,AT_LE01,Canale acquarotta,Laguna di Lesina - da sponda occidentale a località La Punta,Entro i limiti,4,580,7,138,2,0.1846,1708318.18218089,5144013.59503699
2020,Puglia,Ascoli Satriano,Torrente Carapelle,CA_CR02,Carapelle,Carapelle_18_Carapellotto,Superiore ai limiti,4,540,5,128,2,0.425,1729998.00256006,5045636.36711718
2020,Veneto,OPPEANO,MAZZANTA,1117,FISSERO TARTARO CANALBIANCO,FIUME MENAGO,Entro i limiti,4,343,14,78,2,0.24,1229500.03091773,5670129.63767401
2020,Veneto,CORBOLA,SABBIONI,227,PO,FIUME PO DI VENEZIA,Superiore ai limiti,12,1100,56,86,4,1.06,1345554.36825383,5620296.44553653
2020,Emilia Romagna,ARGENTA,Menata-Sussidiario su strada Vallesanta a chiusura bacino,6003740,RENO,COLL. MENATA - SUSSIDIARIO,Superiore ai limiti,6,576,54,95,4,1.435,1315425.89411843,5554831.26801409
2020,Toscana,FIRENZE,,IT09S1634#MAS-503 POT-045A,,FIUME ARNO FIORENTINO MONTE,Entro i limiti,5,502,37,101,2,0.201,1258338.98211776,5428921.30327985
2020,Toscana,LARCIANO,,IT09S2517#MAS-PF4,,CANALE USCIANA-DEL TERZO MONTE,Superiore ai limiti,5,509,51,101,4,9.744,1203905.21138514,5433381.79610788
2020,Provincia Autonoma di Bolzano/Bozen,Caldaro sulla Strada del Vino,all'uscita del lago,11185,Adige,Fossa Grande o di Bronzolo,Entro i limiti,11,1865,11,162,1,0.27,1253171.79897594,5838870.80294294
2020,Basilicata,Ripacandida,,IT017-OF-P04-F,Ofanto,,Entro i limiti,1,90,19,83,1,0.1322,1750149.33607597,4998205.30953168
2020,Sicilia,Ragusa,Fiume Irminio Cafeo,IT19RW08211,IRMINIO,Fiume Irminio,Entro i limiti,1,237,8,230,1,0.139,1639405.25784913,4420244.27890742
2020,Sicilia,Licata,staz. 57 F.Salso,IT19RW07212,IMERA MERIDIONALE,Fiume Imera Meridionale,Superiore ai limiti,8,1713,61,208,2,3.45,1549220.21763475,4458218.24788975
2020,Provincia Autonoma di Trento,SAN MICHELE ALL'ADIGE,FOSSA DI CALDARO - GRUMO,SD000134,Adige,FOSSA DI CALDARO,Entro i limiti,11,1305,33,121,6,0.95,1238581.22402206,5811906.99680656
2020,Emilia Romagna,COMACCHIO,"Circondariale a idrovora Valle Lepri, Ostellato",5001800,BURANA-NAVIGABILE,CAN. CIRCONDARIALE BANDO - VALLE LEPRI,Superiore ai limiti,7,704,72,100,3,2.629,1346760.57034668,5574058.55591432
2020,Toscana,MARCIANO DELLA CHIANA,,IT09S1274#MAS-112,,CANALE MAESTRO DELLA CHIANA MONTE,Superiore ai limiti,4,408,47,101,6,3.854,1317544.75282696,5360853.71084043
2020,Sicilia,Palma di Montechiaro,Fiume Palma,IT19RW07001,PALMA,Fiume Palma,Superiore ai limiti,8,1712,143,207,5,11.9195,1529669.28679788,4462732.20783323
2020,Provincia Autonoma di Trento,AMBLAR-DON,RIO MOSCABIO - ROMENO,SD000528,Noce,RIO MOSCABIO,Entro i limiti,10,1182,8,120,2,0.44,1238696.42230995,5843295.01196497
2020,Veneto,BOSARO,PONTE S.S.16 BOSARO ROVIGO,210,FISSERO TARTARO CANALBIANCO,CANALBIANCO,Superiore ai limiti,4,344,23,78,4,1.34,1309530.33150738,5621911.27732711
2020,Veneto,PREGANZIOL,VIA SORANZO,6032,SILE,SCOLO SERVA,Entro i limiti,4,335,11,80,1,0.4,1358950.72557319,5718133.75742323
2020,Toscana,PONTE BUGGIANESE,,IT09S2304#MAS-2011,,FIUME PESCIA DI PESCIA-TORRENTE PESCIA-TORRENTE PESCIA D,Superiore ai limiti,5,510,27,101,2,6.021,1198257.90863872,5439919.92712072
2020,Toscana,AREZZO,,IT09S1264#MAS-102 POT-004,,FIUME ARNO ARETINO,Superiore ai limiti,5,510,20,101,2,0.608,1317076.20808307,5391485.53179528
2020,Toscana,GAIOLE IN CHIANTI,,IT09S1566#MAS-921 VTP-308,,TORRENTE PIANA,Superiore ai limiti,3,306,15,101,1,3.614,1271127.46996685,5380671.38500126
2020,Puglia,Nardò,Torrente Asso,CA_AS01,Canale Asso-Raschione,Torrente Asso,Superiore ai limiti,3,432,38,138,8,6.401,2006812.14166166,4893429.55561759
2020,Campania,Paternopoli(AV),PonteSP159/SP160alconfineconCastelvetere,C3BIS,VOLTURNO,CALOREVOLTURNO,Superiore ai limiti,2,4,4,2,2,2.44,1674213.86107238,5002608.32809986
2020,Toscana,CAPALBIO,,IT09S2323#MAS-2019,,FOSSO CHIARONE VALLE,Entro i limiti,3,306,7,101,1,0.185,1274926.24842211,5220550.35910716
2020,Sicilia,Niscemi,Diga Cimia (opera di presa),IT19LW07721,GELA,Diga Cimia ,Entro i limiti,2,472,16,229,1,0.07578,1597734.69896346,4465265.5300818
2020,Veneto,ISOLA DELLA SCALA,MOLINO DEL MALTEMPO,1145,FISSERO TARTARO CANALBIANCO,FOSSALTO,Entro i limiti,4,345,19,79,4,0.44,1224309.14363643,5666911.14483845
2020,Lazio,Lanuvio,,F2.72,Moscarello,Fosso Spaccasassi 2,Entro i limiti,4,372,18,92,4,1.02,1411753.67925538,5104377.23314018
2020,Campania,VairanoPatenora(CE),SP96PontedellaScafa,V2,VOLTURNO,VOLTURNO,Superiore ai limiti,5,10,2,4,1,0.25,1575181.25879961,5065902.49788013
2020,Sicilia,Castronuovo di Sicilia,Piano del Leone (opera di presa),IT19LW06113,VERDURA e bacini minori fra VERDURA e MAGAZZOLO,Piano del Leone ,Entro i limiti,2,453,3,228,1,0.115,1499210.04780216,4533105.57435326
2020,Sicilia,Licodia Eubea,Dirillo (opera di presa),IT19LW07824,ACATE e bacini minori fra GELA e ACATE,Dirillo ,Entro i limiti,3,682,16,223,2,0.40018,1634327.75321496,4456609.02992474
2020,Sardegna,,,0130-CF000100-ST01,,RIU DE SELIGHEDDU,Entro i limiti,7,113,5,44,2,0.174,1053550.03603407,5000917.29056152
2020,Sardegna,,,0221-CF000102-ST01,,RIU DI MARE FOGHE,Superiore ai limiti,9,152,15,56,3,3.41,950293.304689657,4865824.28245778
2020,Provincia Autonoma di Trento,COMANO TERME,DAL - A MONTE CONFLUENZA CARERA,SD000308,Sarca,TORRENTE DAL,Entro i limiti,4,472,2,119,1,0.15,1209945.82917542,5781842.79432911
2020,Sardegna,,,0221-CF000600-ST01,,RIU MANNU,Superiore ai limiti,5,60,4,21,2,0.385,959683.21505642,4871337.77833408
2020,Sardegna,,,0226-AT50570-0012,,Corru Mannu,Non quantificabile,3,7,0,3,0,,948984.855427139,4831588.11971598
2020,Toscana,SUBBIANO,SUBBIANO,IT09S1134#POT-121,,,Non quantificabile,3,306,8,101,0,0.095,1325076.59008171,5403510.39729004
2020,Sardegna,,,0226-AT50600-0344,,Stagno di Marceddì,Non quantificabile,3,5,0,3,0,,948910.40974971,4824014.32462283
2020,Sardegna,,,0001-LA4004,,Flumini Mannu a Is Barroccus,Non quantificabile,7,119,0,16,0,,1012940.18053756,4830605.33010707
2020,Sardegna,,,0115-AT50212-0006,,Stagno Longo,Non quantificabile,2,2,0,1,0,,1083672.95624478,4956973.71361579
2020,Sardegna,,,0102-LA4012,,Cedrino a Pedra 'e Othoni,Non quantificabile,10,190,0,18,0,,1061983.24244698,4910625.96031608
2020,Sardegna,,,0176-CF000500-ST01,,RIU ALTANA,Non quantificabile,5,85,1,27,0,0.061,988333.957729262,4985214.31894311
2020,Abruzzo,Crognaleto,Paladini,R1304VM1,Vomano,CI_Vomano_2,Non quantificabile,1,52,0,46,0,,1498441.81248845,5242502.2723332
2020,Basilicata,Pescopagano,,IT17-OF-P08-L,Ofanto,,Non quantificabile,3,270,33,83,0,0.2414,1717845.65958738,4985889.70329221
2020,Sardegna,,,0190-AT50390-0007,,Stagno di Calich,Non quantificabile,1,1,0,1,0,,925640.870868489,4951867.13283811
2020,Sardegna,,,0191-LA4022,,Rio Cuga a Nuraghe Attentu,Non quantificabile,10,168,0,16,0,,942441.331657214,4955142.14531712
2020,Lazio,Ferentino,,F1.36,Sacco,Torrente Alabro 2,Non quantificabile,6,663,3,113,0,0.22,1473759.80950593,5108836.42247485
2020,Basilicata,Pignola,,IT017-BS-P12/L,Basento,,Non quantificabile,4,359,22,83,0,0.0256,1752861.26421118,4952030.64616639
2020,Basilicata,Genzano di Lucania,,IT017-BR-P18-L,Bradano,,Non quantificabile,4,360,69,83,0,0.250709,1807480.80216571,4990373.52355118
2020,Basilicata,Lauria,,IT017-SI-P14-L,Sinni,,Non quantificabile,1,90,2,83,0,0.0018,1767695.16041256,4874384.35463121
2020,Sardegna,,,0222-CF000103-ST01,,FIUME TIRSO,Non quantificabile,3,31,0,12,0,,1016192.88480737,4934514.45612228
2020,Sardegna,,,0035-CF000102-ST02,,RIO PICOCCA (foce),Non quantificabile,3,12,0,4,0,,1055902.88489367,4771908.19233389
2020,Sardegna,,,0217-CF000102-ST01,,RIU SANTA CATERINA,Non quantificabile,2,52,0,36,0,,946078.414844736,4882970.78625128
2020,Sardegna,,,0129-CF002200-ST01,,RIU DE SU PIRICONE,Non quantificabile,3,14,0,6,0,,1061898.33000248,4978434.22885655
2020,Sardegna,,,0130-AT51010-0004,,Sos Tramesos,Non quantificabile,1,1,0,1,0,,1057855.41425827,4999528.18162936
2020,Marche,,,I0281CN,,,Non quantificabile,3,15,0,5,0,,1493955.08002839,5291257.06891182
2020,Basilicata,Anzi,,IT017-CM01,Basento,,Non quantificabile,4,360,23,83,0,0.0244,1780936.18937468,4945401.19580477
2020,Sardegna,,,0181-AT50350-0027,,Stagno di Platamona,Non quantificabile,1,1,0,1,0,,945841.58533752,4985074.42011084
2020,Puglia,Taranto,Fiume Tara,CA_TA01,Fiume Tara,Tara,Non quantificabile,4,596,0,142,0,,1908635.51331091,4941291.30714732
2020,Provincia Autonoma di Trento,BORGO VALSUGANA,BRENTA VECCHIO - A MONTE CONFLUENZA IN BRENTA,SD000214,Brenta,FIUME BRENTA VECCHIO,Non quantificabile,4,472,1,119,0,0.03,1274760.00876434,5789051.43935226
2020,Provincia Autonoma di Trento,AVIO,BIFFIS - MAMA D'AVIO,SG000007,Adige,CANALE MEDIO ADIGE (BIFFIS),Non quantificabile,12,1416,0,119,0,,1221224.03467658,5739145.58212888
2020,Basilicata,Aliano,,IT017-AG-P03-F,Agri,,Non quantificabile,1,90,7,83,0,0.0082,1805740.53070086,4915128.29084939
2020,Lazio,Sezze,,F2.70,Badino,Fiume Ufente 1,Non quantificabile,6,558,0,92,0,,1458123.75021104,5080815.72952941
2020,Campania,SanBartolomeoinGaldo(BN),Morrecine,FO,FORTORE,FORTORE,Non quantificabile,5,168,0,73,0,,1666737.72500089,5076993.72595948
2020,Campania,ArianoIrpino(AV),PonteSP10(dopoincrocioSP11perZungoli),CE1,CERVARO,CERVARO,Non quantificabile,2,4,0,2,0,,1687794.65439155,5035064.11761851
2020,Campania,Controne(SA),PonteSS488,CL5,SELE,CALORELUCANO,Non quantificabile,4,325,0,73,0,,1692720.83744051,4938578.00073243
2020,Lazio,Colli sul Velino,,L3.39,Velino,Lago di Ventina,Non quantificabile,5,465,0,92,0,,1419652.36655643,5237469.99598551
2020,Toscana,ROSIGNANO MARITTIMO,,IT09S1649#MAS-525 VTP-082,,TORRENTE CHIOMA,Non quantificabile,6,604,10,100,0,0.071,1155510.72605746,5380618.64955985
2020,Sardegna,,,0174-CF000100-ST01,,RIU VIGNOLA,Non quantificabile,6,41,0,9,0,,1009018.45495014,5027759.50501259
2020,Provincia Autonoma di Trento,TRENTO,LAVISOTTO - Via Unterveger,SD000153,Avisio,LAVISOTTO,Non quantificabile,4,472,1,119,0,0.04,1236687.64428845,5795516.89177831
2020,Basilicata,Senise,,IT017-MC01,Sinni,,Superiore ai limiti,4,360,16,83,1,0.0183,1820848.58512199,4891439.46046604
2020,Lazio,Rieti,,F3.62,Velino,Fiume Velino 3,Entro i limiti,6,688,2,115,1,0.029,1452004.900164,5220896.7975981
2020,Sardegna,,,0001-CF000105-ST01,,FLUMINI MANNU,Superiore ai limiti,8,95,24,29,5,1.2,998514.347711297,4764085.7915266
2020,Sardegna,,,0039-CF015401-ST01,,RIU MULARGIA,Entro i limiti,6,130,2,34,1,0.126,1022855.5789929,4814206.48694776
2020,Campania,CancelloedArnone(CE),PonteGaribaldi,V9,VOLTURNO,VOLTURNO,Superiore ai limiti,2,4,4,2,1,0.29,1562644.45773688,5023001.8599477
2020,Toscana,FIESOLE,,IT09S1061#MAS-606 POT-027,,INVASO DELLA CALVANELLA,Entro i limiti,3,304,7,101,1,0.113,1263504.76184323,5445268.40010764
2020,Sicilia,Mazara del Vallo,Staz. 27  Arena,IT19RW05401,ARENA,Fiume Delia,Entro i limiti,9,1926,25,207,1,0.77,1406465.77241234,4528526.40299889
2020,Puglia,Palagiano,Fiume Lenne,CA_LN01,Lama di Lenne,Lenne,Superiore ai limiti,4,600,6,143,2,2.64,1894039.89247724,4939601.09744482
2020,Veneto,VIGASIO,PONTION,1281,FISSERO TARTARO CANALBIANCO,FOSSA LEONA,Entro i limiti,4,345,13,79,2,0.26,1216520.23910626,5673053.57914106
2020,Basilicata,Grumento Nova,,IT017-AG-P09-F,Agri,,Entro i limiti,7,630,48,83,1,0.4659,1768143.18431279,4909469.8738855
2020,Sardegna,,,0245-CF000104-ST01,,RIU MANNU DI FLUMINIMAGGIORE,Entro i limiti,8,83,5,21,2,0.29,942127.129472114,4785953.55472139
2020,Veneto,VICENZA,"LOBIA, PONTE SUL TORRENTE",1150,BACCHIGLIONE,TORRENTE GIARA - OROLO,Entro i limiti,4,344,26,78,6,1.59,1281976.4555622,5712271.21154415
2020,Veneto,MONTEVIALE,PONTE VIA AMBROSINI,1234,BACCHIGLIONE,ROGGIA DIOMA,Entro i limiti,4,351,6,80,1,0.34,1279208.39994047,5708947.64204295
2020,Veneto,ARIANO NEL POLESINE,PO DI GORO,IT051070-AT,PO,PO DI GORO,Entro i limiti,4,347,26,80,3,0.74,1374268.7647138,5595712.57185752
2020,Puglia,Ginosa,Fiume Galaso,CA_GA01,Marina di Ginosa,Galaso,Superiore ai limiti,4,604,12,144,2,3.3011,1878216.12385108,4926435.76085155
2020,Sicilia,Sortino,F.Anapo Sortino,IT19RW09103,ANAPO,Fiume Anapo,Entro i limiti,1,225,5,219,1,0.088,1675671.47818181,4459617.66376418
2020,Sardegna,,,0227-CF000102-ST01,,FLUMINI MANNU DI PABILLONIS,Superiore ai limiti,9,117,11,40,3,1.176,963968.013560158,4818398.4317064
2020,Puglia,Rignano Garganico,Torrente Salsola,CA_SA03,Candelaro,Salsola confl. Candelaro,Superiore ai limiti,4,588,10,140,2,1.7072,1737711.26614786,5102101.79845316
2020,Puglia,San Marco in Lamis,Torrente Candelaro,CA_TC04,Candelaro,Candelaro confl. Triolo-confl. Salsola_17,Superiore ai limiti,4,596,22,142,5,17.9586,1740515.00907419,5105147.34924129
2020,Puglia,San Marco in Lamis,Torrente Candelaro,CA_TC05,Candelaro,Candelaro confl. Salsola - confl. Celone_17,Superiore ai limiti,4,588,11,140,2,5.606,1744129.96878476,5102739.2724331
2020,Lazio,Pontecorvo,,F1.08,Liri-Garigliano,Fiume Liri-Garigliano 3,Entro i limiti,12,1380,15,115,2,0.059008,1521374.16630413,5079041.7962981
2020,Provincia Autonoma di Trento,CLES,BACINO DI SANTA GIUSTINA - CLES,SGLA0011,Noce,LAGO DI S.GIUSTINA,Entro i limiti,9,1076,2,120,1,0.05,1230461.60234799,5838576.94903141
2020,Umbria,Guardea,Alviano,IT10TVR13,TEVERE,Fiume Tevere dal punto di immissione della centrale di Baschi alla traversa di Alviano,Superiore ai limiti,11,1118,31,97,2,0.95,1362467.9800953,5253306.1369208
2020,Campania,Apice(BN),PonteRotto,C7,VOLTURNO,CALOREVOLTURNO,Superiore ai limiti,4,328,5,75,2,1.18,1662430.78431323,5025017.3902765
2020,Campania,Vairano (CE),Ponte SS 85 - Rio Fantorsi,CER1,VOLTURNO,RIO CERRITO,Entro i limiti,6,480,5,71,2,0.6,1570191.6965171,5064207.08003993
2020,Campania,Nola(NA),PonteRotatoriaR2VulcanoBuonolatoAuchan,DG2,REGILAGNI,DELGAUDO,Entro i limiti,2,4,2,4,2,0.26,1613083.76095167,5005564.91795631
2020,Provincia Autonoma di Trento,AVIO,FOCE A MONTE DEL PONTE SULLA STRADA STERRATA DX ADIGE,SD000130,Adige,TORRENTE AVIANA,Entro i limiti,4,472,1,119,1,0.22,1218076.41729327,5737275.38765707
2020,Sardegna,,,0226-CF000101-ST01,,RIU MOGORO,Superiore ai limiti,4,26,8,13,2,0.15,979579.904264613,4819918.55632322
2020,Emilia Romagna,COLORNO,Naviglio a Colorno,1171700,PARMA,CAVO NAVIGLIO NAV. - MANDRACCHIO T.,Superiore ai limiti,6,591,41,98,6,12.303,1155105.31439607,5610202.54773537
2020,Sardegna,,,0211-CF000104-ST01,,FIUME TEMO,Superiore ai limiti,10,130,5,54,2,0.833,950090.480599267,4910529.36627763
2020,Sardegna,,,0182-CF000200-ST01,,RIU OTTAVA,Non quantificabile,7,50,0,15,0,,937155.601010137,4982598.53512693
2020,Sardegna,,,0165-AT51000-0027,,Porto Pozzo,Non quantificabile,1,1,0,1,0,,1033665.35812756,5040327.79083468
2020,Marche,,,R110195CH,Fiume Chienti,Fiume Chienti Tratto 2 C.I._A,Non quantificabile,4,100,0,26,0,,1456174.4371774,5323954.27381995
2020,Lazio,Roma,,F4.64,Aniene,Fiume Aniene 5,Superiore ai limiti,9,1034,10,115,2,0.08,1395116.56407613,5151050.17730202
2020,Basilicata,Genzano di Lucania,,IT017-BR-P16-L,Bradano,,Non quantificabile,4,360,46,83,0,0.22403,1786858.25128068,4990898.26801754
2020,Sardegna,,,0223-CF000101-ST01,,FIUME TALORO,Non quantificabile,3,23,0,8,0,,1042091.80962329,4885693.70371259
2020,Sardegna,,,0102-CF000103-ST01,,FIUME CEDRINO,Non quantificabile,5,85,2,23,0,0.022,1050513.01767322,4908785.86324343
2020,Sardegna,,,0211-LA4024,,Fiume Temo a Monteleone Roccadoria,Non quantificabile,10,169,0,16,0,,951519.495299865,4935527.72867503
2020,Sardegna,,,0256-CF001400-ST01,,RIO MANNU DI SANTADI,Non quantificabile,8,53,0,10,0,,965104.919555478,4736135.9586432
2020,Abruzzo,Cellino Attanasio,Castelnuovo Vomano,R1304VM6,Vomano,CI_Vomano_5,Non quantificabile,4,208,0,46,0,,1541295.62384723,5254350.52737943
2020,Basilicata,Montescaglioso,,IT017-BR-P03-F,Bradano,,Non quantificabile,2,180,42,83,0,0.2032,1859979.00646567,4939014.60288976
2020,Basilicata,Senise,,IT017-SI-P03-F,Sinni,,Non quantificabile,2,180,4,83,0,0.0025,1815017.85895097,4885207.33590401
2020,Basilicata,Marsico Nuovo,,IT017-AG-P13-L,Agri,,Non quantificabile,4,360,16,83,0,0.0388,1751844.17880079,4928487.74970885
2020,Sardegna,,,0269-CF000200-ST01,,RIO DI TEULADA,Non quantificabile,2,30,0,15,0,,973456.219087518,4715236.0596284
2020,Sardegna,,,0256-LA4035,,Rio Palmas a Monti Pranu,Non quantificabile,5,71,0,16,0,,958554.29286788,4735085.74529914
2020,Sardegna,,,0302-AT50012-0967,,Stagno di Cagliari - NORD,Non quantificabile,3,7,0,3,0,,1005937.84395746,4759369.94565961
2020,Sardegna,,,0176-LA4015,,Coghinas a Castel Doria,Non quantificabile,9,152,0,16,0,,991178.429268862,4992971.38472916
2020,Campania,Ailano(CE),PonteStradaComunaleSelva-Airola,LT2,VOLTURNO,LETE,Non quantificabile,1,2,0,2,0,,1577746.89982769,5069177.12178942
2020,Emilia Romagna,CESENA,Pisciatello al ponte SP Sala a Cesena,16000250,RUBICONE,T. PISCIATELLO,Non quantificabile,6,576,27,95,0,0.227,1368594.90364907,5487239.36233367
2020,Marche,SAN BENEDETTO DEL TRONTO,ponte S.S.Adriatica,I0287TR,Fiume Tronto,Fiume Tronto Tratto 3 C.I._B,Non quantificabile,10,225,0,29,0,,1547005.74247809,5295595.71401988
2020,Lazio,Fondi,,T2.23,Fondi-Itri,Lago di Fondi,Non quantificabile,4,372,0,92,0,,1483799.02108134,5060777.62305435
2020,Abruzzo,Campotosto,"Km 31,6 SS 80",R1304VM1A,Vomano,CI_Vomano_1,Non quantificabile,2,104,0,46,0,,1490230.39578969,5235733.49881579
2020,Molise,SESTO CAMPANO,SOLFATARA,N011_018_SS_3_T_01,VOLTURNO,VOLTURNO,Non quantificabile,8,280,0,32,0,,1570135.26524551,5072546.08015177
2020,Campania,CellediBulgheria(SA),SanSeverinodiCentola,M4,MINGARDO,MINGARDO,Non quantificabile,2,4,2,2,0,0.07,1709776.76455088,4880131.90553651
2020,Basilicata,Ferrandina,,IT017-BS-P10-L,Basento,,Non quantificabile,4,360,21,83,0,0.00843,1831214.02767154,4946240.15680632
2020,Basilicata,Montemurro,,IT017-PR01,Agri,,Non quantificabile,9,810,64,83,0,0.0344,1781176.30373849,4906271.95760689
2020,Basilicata,Lauria,,IT017-SI-P12-L,Sinni,,Non quantificabile,4,360,9,83,0,0.0072,1772953.17275675,4878475.48510501
2020,Basilicata,Aliano,,IT017-AG02,Agri,,Non quantificabile,2,180,19,83,0,0.0173,1819535.82502413,4910572.33634402
2020,Basilicata,Irsina,,IT017-BR01,Bradano,,Non quantificabile,2,180,21,83,0,0.0289,1799218.70775898,4973911.77079792
2020,Basilicata,Montescaglioso,,IT017-BR-P02-F,Bradano,,Non quantificabile,2,180,30,83,0,0.2729,1859787.43910154,4946044.74880585
2020,Campania,Serre(SA),PonteSP334BorgoS.Cesareo,CL6,SELE,CALORELUCANO,Non quantificabile,6,331,1,75,0,0.04,1674601.34009317,4940632.02308265
2020,Basilicata,Ferrandina,,IT017-CA-P05-F,Cavone,,Non quantificabile,2,180,10,83,0,0.0112,1820096.0494942,4932270.28298328
2020,Veneto,BELLUNO,PONTE DELL'ANTA,1272,PIAVE,TORRENTE ARDO,Non quantificabile,4,8,0,2,0,,1360627.22327827,5802423.97304725
2020,Abruzzo,Silvi ,Silvi Marina,R1315CR1,Cerrano,CI_Cerrano_1,Non quantificabile,1,52,0,46,0,,1568731.21960119,5247046.43718829
2020,Campania,Calitri(AV),PonteSS401,OR2,OFANTO,ORATO,Non quantificabile,4,7,0,2,0,,1715025.31879536,4995316.29414104
2020,Campania,Pozzuoli (NA),Centro lago Lucrino,LL2,LAGO LUCRINO,LAGO LUCRINO,Non quantificabile,3,26,0,9,0,,1567431.64104197,4987199.49413286
